cp_id,cp_state,district_id,address_en,address2_en,address_tc,address2_tc,address_sc,address2_sc,lat,lgt,waste_type,legend,accessibilty_notes,contact_en,contact_tc,contact_sc,openhour_en,openhour_tc,openhour_sc,GeometryLongitude,GeometryLatitude
10854,Accepted,Yuen_Long,"Pavement Outside Tin Tsz Lrt Stop, Tin Shui Wai",,天水圍近天慈輕鐵站對出行人路,,天水围近天慈轻铁站对出行人路,,22.452345,114.006122,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Spots,Note: For public use,2807 0932,2807 0932,2807 0932,"Thursday 2:30 pm am to 5:30 pm (basically all year round, except for the station closure days, Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Station and Store.)",星期四 下午2時30分至下午5時30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),星期四 下午2时30分至下午5时30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),114.006122,22.452345000000037
10855,Accepted,Yuen_Long,"Pavement Outside Yuen Long Government Office, Yuen Long",,元朗元朗政府合署對出,,元朗元朗政府合署对出,,22.445230,114.026770,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Spots,Note: For public use,9366 6437,9366 6437,9366 6437,"Thursday 2:30 pm am to 5:30 pm (basically all year round, except for the station closure days, Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Station and Store.)",星期四 下午2時30分至下午5時30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),星期四 下午2时30分至下午5时30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),114.02677000000006,22.445230000000038
10881,Accepted,Wan_Chai,Hysan Place,"Outside Lift Lobby, Level B4, Hysan Place",希慎廣場,希慎廣場B4層升降機大堂外,希慎广场,希慎广场B4层升降机大堂外,22.279724,114.183837,"Metals,Plastic Bottle",Smart Bin,Note: For public use,3752 0864,3752 0864,3752 0864,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,114.18383700000004,22.279724000000044
10884,Accepted,Kwun_Tong,"The Pavement Of Hing Tin Street (near Tak Tin Plaza), Lam Tin (1)",,藍田慶田街（近德田商場）對出行人路 (1),,蓝田庆田街（近德田商场）对出行人路 (1),,22.310020,114.237860,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Spots,Note: For public use,2776 5700,2776 5700,2776 5700,"Thursday 2:30 pm am to 5:30 pm (basically all year round, except for the station closure days, Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Station and Store.)",星期四 下午2時30分至下午5時30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),星期四 下午2时30分至下午5时30分 (基本上每周定时定点运作，有关休馆日、农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览相关「回收环保站」或「回收便利点」的社交媒体专页。),114.23786000000007,22.310020000000065
10887,Accepted,Kwun_Tong,"The Pavement Of Yuet Wah Street (near Tin Shing Court), Kwun Tong",,觀塘月華街（近天星樓）對出行人路,,观塘月华街（近天星楼）对出行人路,,22.312800,114.227430,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Spots,Note: For public use,2776 5700,2776 5700,2776 5700,"Thursday 10 am to 1 pm (basically all year round, except for the station closure days, Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Station and Store.)",星期四 早上10時至下午1時 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),星期四 早上10时至下午1时 (基本上每周定时定点运作，有关休馆日、农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览相关「回收环保站」或「回收便利点」的社交媒体专页。),114.22743000000003,22.31280000000004
10912,Accepted,Eastern,"Wai Pang Waste Paper Company - Rm 13, 4/f, Decca Ind Ctr, 12 Kut Shing St. Chai Wan",,偉鵬廢紙公司 - 柴灣吉勝街12號達藝工業中心4樓13室,,伟鹏废纸公司 - 柴湾吉胜街12号达艺工业中心4楼13室,,22.265010,114.235381,"Metals,Paper",Street Corner Recycling Shops,Note: For public use,Mr. KWOK - 2896 5288,郭先生 - 2896 5288,郭先生 - 2896 5288,Mon to Sat 09:00 - 18:00 (Closed on public holidays),星期一至星期六 09:00 - 18:00 （公眾假期休息）,星期一至星期六 09:00 - 18:00 （公眾假期休息）,114.23538100000007,22.265010000000075
10940,Accepted,Central_Western,"Workshop Of Green@kennedy Town - 1f Basement, Tung Lee Mansion, 1c-1k Water Street, Sai Ying Pun, Sai Wan",,綠在堅城工場 - 香港西環西營盤水街1C-1K號東利大樓地庫1F號舖,,绿在坚城工场 - 香港西环西营盘水街1C-1K号东利大楼地库1F号铺,,22.282640,114.129644,Plastics,Smart Bin,Note: For public use,5212 1240,5212 1240,5212 1240,9:00am - 7:00pm,9:00am - 7:00pm,9:00am - 7:00pm,114.1296440000001,22.28264000000007
10941,Accepted,Kwun_Tong,Amoy Gardens,"Podium Floor, Block N, Amoy Gardens",淘大花園,淘大花園N座平台後門,淘大花园,淘大花园N座平台后门,22.324337,114.216970,"Glass Bottles,Metals,Paper,Plastics",Smart Bin,Note: For residents only,3752 0864,3752 0864,3752 0864,7:00am - 12:00am,上午7:00 - 凌晨12:00,上午7:00 - 凌晨12:00,114.21697000000006,22.32433700000007
10942,Accepted,Kwun_Tong,"Green@kai Yip - G/f, Kai Yue House, Kai Yip Estate, Kowloon Bay ",,綠在啟業 - 九龍灣啟業邨啟裕樓地下,,绿在启业 - 九龙湾启业邨启裕楼地下,,22.329230,114.210670,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,6466 8049,6466 8049,6466 8049,"10 am to 8 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上10時至下午8時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上10时至下午8时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。),114.21067000000005,22.329230000000052
10946,Accepted,Kwai_Tsing,"Green@tsing Yi - Shop Tsy 208 At Tsing Yi Mtr Station (u2 Floor, Tung Chung Line Concourse)",,綠在青衣 - 港鐵青衣站TSY208號舖 (U2層東涌綫大堂),,绿在青衣 - 港铁青衣站TSY208号铺（U2层东涌线大堂）,,22.358476,114.108364,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,8493 2393,8493 2393,8493 2393,"8 am to 9 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上8時至下午9時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上8时至下午9时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。),114.10836400000005,22.358476000000053
10947,Accepted,Tuen_Mun,"Green@on Ting - G/f., Ting Lung House, On Ting Estate, Tuen Mun",,綠在安定 - 屯門安定邨定龍樓地下,,绿在安定 - 屯门安定邨定龙楼地下,,22.388250,113.976460,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,9720 0620,9720 0620,9720 0620,"10 am to 8 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上10時至下午8時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上10时至下午8时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。),113.97646000000009,22.388250000000028
10978,Accepted,Eastern,"Green@wan Tsui -  G/f, Mei Tsui House, Wan Tsui Estate, Chai Wan",,綠在環翠 -  柴灣環翠邨美翠樓地下,,绿在环翠 - 柴湾环翠村美翠楼地下,,22.261370,114.237410,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,5300 8648,5300 8648,5300 8648,"10 am to 8 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上10時至下午8時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上10时至下午8时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。),114.23741000000007,22.261370000000056
10979,Accepted,Eastern,"Green@yue Wan -  G/f, Yue On House, Yue Wan Estate , Chai Wan",,綠在漁灣 -  柴灣漁灣邨漁安樓地下,,绿在渔湾 - 柴湾渔湾村渔安楼地下,,22.265470,114.241630,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,6439 1195,6439 1195,6439 1195,"10 am to 8 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上10時至下午8時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上10时至下午8时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。),114.2416300000001,22.26547000000005
10980,Accepted,Sha_Tin,"Green@chun Yeung - G/f, Chun Yi House, Chun Yeung Estate, Fo Tan",,綠在駿洋 - 火炭駿洋邨駿爾樓地下,,绿在骏洋 - 火炭骏洋村骏尔楼地下,,22.399630,114.189560,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,9384 0845,9384 0845,9384 0845,"Mon - Fri: 8:00am – 9:00 pm Sat & Sun: 10:00am – 8:00pm (1. Self-service Recycling mode: Mon - Fri 6 pm - 9 pm, 2. basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements. Please refer to the relevant social media page of the Recycling Store.)",星期一至五: 上午8時至下午9時 星期六及日: 上午10時至下午8時 (1. 自助服務模式：星期一至五下午6時至9時； 2.基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),星期一至五: 上午8时至下午9时 星期六及日: 上午10时至下午8时 (1. 自助服务模式：星期一至五下午6时至9时； 2.基本上全年开放，有关农曆新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。),114.18956000000003,22.39963000000006
10983,Accepted,Tuen_Mun,"Green@yan Tin - G/f, Yuet; Tin House, Yan Tin Estate, Tuen Mun",,綠在欣田 - 屯門欣田邨悅田樓地下,,绿在欣田 - 屯门欣田邨悦田楼地下,,22.414390,113.976470,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,9327 8074,9327 8074,9327 8074,"Mon - Fri: 8am – 9pm Sat & Sun: 10am – 8pm (1. Self-service Recycling mode:  Mon - Fri 8 - 11 am & 6 - 9 pm, 2. basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements. Please refer to the relevant social media page of the Recycling Store.)",星期一至五: 上午8時至下午9時 星期六及日: 上午10時至下午8時 （1. 自助服務模式：星期一至五上午8時至11時 及 下午6時至9時； 2.基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。）,星期一至五: 上午8时至下午9时 星期六及日: 上午10时至下午8时 （1. 自助服务模式：星期一至五上午8时至11时 及 下午6时至9时； 2.基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。）,113.97647000000006,22.414390000000026
10986,Accepted,Tuen_Mun,Green@on Ting,"G/F, Ting Lung House, On Ting Estate ",綠在安定,安定邨定龍樓地下,绿在安定,安定邨定龙楼地下,22.388264,113.976361,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,9720 0620,9720 0620,9720 0620,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,113.97636100000011,22.38826400000005
10987,Accepted,Kwun_Tong,Green@kai Yip,"G/F, Kai Yue House, Kai Yip Estate",綠在啟業,啟業邨啟裕樓地下,绿在启业,啟業邨啟裕樓地下,22.328839,114.210273,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,6466 8049,6466 8049,6466 8049,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,114.21027300000003,22.328839000000073
10988,Accepted,Eastern,Green@yue Wan,"G/F, Yue On House, Yue Wan Estate ",綠在漁灣,漁灣邨漁安樓地下,绿在渔湾,渔湾邨渔安楼地下,22.265480,114.241703,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,6439 1195,6439 1195,6439 1195,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,114.24170300000003,22.265480000000025
10989,Accepted,Eastern,Green@wan Tsui,"G/F, Mei Tsui House, Wan Tsui Estate ",綠在環翠,環翠邨美翠樓地下,绿在环翠,环翠邨美翠楼地下,22.261303,114.237451,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,5300 8648,5300 8648,5300 8648,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,114.23745100000008,22.261303000000055
10990,Accepted,Sha_Tin,Green@chun Yeung,"G/F, Chun Yi House, Chun Yeung Estate",綠在駿洋,駿洋邨駿爾樓地下,绿在骏洋,骏洋邨骏尔楼地下,22.399723,114.189827,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,9384 0845,9384 0845,9384 0845,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,114.18982700000004,22.39972300000005
10991,Accepted,Tuen_Mun,Green@yan Tin,"G/F, Yuet Tin House, Yan Tin Estate ",綠在欣田,欣田邨悅田樓地下,绿在欣田,欣田邨悦田楼地下,22.414407,113.976474,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,9327 8074,9327 8074,9327 8074,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,113.97647400000005,22.41440700000004
10992,Accepted,Southern,Aberdeen Promenade (aberdeen Praya Road),,香港仔海濱公園 (香港仔香港仔海傍道),,香港仔海滨公园 (香港仔香港仔海傍道),,22.246701,114.155828,"Metals,Paper,Plastics",Recycling Bins at Public Place,Note: For public use,,,,,,,114.15582800000004,22.24670100000003
11005,Accepted,Wong_Tai_Sin,Sheung Fung Street Customs Staff Quarters,,雙鳳街海關人員宿舍,,双凤街海关人员宿舍,,22.347365,114.197487,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.19748700000002,22.347365000000025
11006,Accepted,Kowloon_City,Wyler Gardens - Chong Chien Court,,偉恆昌新邨 - 昌景閣,,伟恒昌新邨 - 昌景阁,,22.285086,114.142416,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.14241600000003,22.285086000000035
11007,Accepted,Central_Western,Po Shan Mansion Block A,,寶城大廈A座,,宝城大厦A座,,22.280119,114.141415,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.14141500000005,22.28011900000007
11008,Accepted,Tuen_Mun,Tuen Mun Town Plaza (res) Phase 2,,屯門市廣場(住宅)第二期,,屯门市广场(住宅)第二期,,22.392411,113.976609,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,113.97660900000005,22.39241100000004
11009,Accepted,Tuen_Mun,Tuen Mun Town Plaza Phase 3,"2 Tuen Yan Street, Tuen Mun",屯門市廣場第三期,屯門屯仁街2號,屯门市广场第三期,屯门屯仁街2号,22.394523,113.977607,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,113.97760700000003,22.39452300000005
11010,Accepted,Kwai_Tsing,Kwai Chun Court,,葵俊苑,,葵俊苑,,22.364439,114.131854,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.13185400000009,22.36443900000006
11011,Accepted,Central_Western,The Bellevue Place,,御林豪庭,,御林豪庭,,22.283432,114.149140,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.1491400000001,22.28343200000006
11012,Accepted,Kowloon_City,Beauty Court,,麗苑,,丽苑,,22.319654,114.177281,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.17728100000011,22.31965400000007
11013,Accepted,Central_Western,Glory Heights,,嘉和苑,,嘉和苑,,22.283076,114.141174,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.14117400000009,22.28307600000005
11014,Accepted,Kwai_Tsing,Ching Shing Court,"10 Ching Hong Road, Tsing Yi",青盛苑,青衣青康路10號,青盛苑,青衣青康路10号,22.349804,114.102480,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.10248000000001,22.349804000000063
11015,Accepted,Central_Western,"Greenland Gardens, Blk A",,碧翠園 A 座,,碧翠园 A 座,,22.283270,114.142094,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.14209400000004,22.283270000000073
11016,Accepted,Central_Western,No.2 Hatton Road,,克頓道2號,,克顿道2号,,22.280405,114.138627,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.13862700000004,22.28040500000003
11017,Accepted,Central_Western,Golden Lodge,,金帝軒,,金帝轩,,22.284044,114.146229,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.14622900000006,22.28404400000005
11018,Accepted,Central_Western,Chester Court,,澤安閣,,泽安阁,,22.286331,114.132407,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.13240700000006,22.286331000000075
11019,Accepted,Central_Western,The Rednaxela,,帝華台,,帝华台,,22.280803,114.151411,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.15141100000005,22.28080300000005
11020,Accepted,Central_Western,Jockey Club Mt. Davis Youth Hostal,,賽馬會摩星嶺青年旅舍,,赛马会摩星岭青年旅舍,,22.277536,114.122041,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.12204100000008,22.277536000000055
11021,Accepted,Southern,Bradbury Hostel,,白普理宿舍,,白普理宿舍,,22.241562,114.167442,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.16744200000005,22.241562000000044
11022,Accepted,Central_Western,Sherwood Court,,慧林閣,,慧林阁,,22.279809,114.151537,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.15153700000008,22.279809000000057
11023,Accepted,Central_Western,Sherwood Court,,慧林閣,,慧林阁,,22.279809,114.151537,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.15153700000008,22.279809000000057
11024,Accepted,Kwai_Tsing,Greenknoll Court,,嘉翠園,,嘉翠园,,22.361297,114.136516,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.13651600000003,22.361297000000036
11025,Accepted,Kwun_Tong,Hiu Kwong Building,,曉光大廈,,晓光大厦,,22.317872,114.230848,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.23084800000004,22.317872000000023
11026,Accepted,Southern,Hku Jockey Club Student Village Iv (wong Chuk Hang),,香港大學賽馬會第四學生村（黃竹坑）,,香港大学赛马会第四学生村（黄竹坑）,,22.245813,114.168860,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.16886000000011,22.245813000000055
11027,Accepted,Southern,No.3 Consort Rise,,金粟街3號,,金粟街3号,,22.270838,114.126735,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.12673500000005,22.270838000000026
11028,Accepted,Sha_Tin,St Moritz,"88 Lai Ping Road, Kau To Shan",雲端,九肚山麗坪路88號,云端,九肚山丽坪路88号,22.415638,114.200448,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.20044800000005,22.415638000000058
11029,Accepted,Kowloon_City,Downtown 38,"38 Pak Tai Street, To Kwa Wan, Kowloon",Downtown 38,土瓜灣北帝街38號,Downtown 38,土瓜湾北帝街38号,22.320980,114.188460,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.18846000000008,22.320980000000077
11030,Accepted,Sham_Shui_Po,Wing Wah Building,,榮華樓,,荣华楼,,22.328663,114.164694,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.16469400000005,22.328663000000063
11031,Accepted,Tsuen_Wan,Tsuen Fook Kui,,荃福居,,荃福居,,22.367585,114.117704,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.11770400000012,22.367585000000076
11032,Accepted,Sham_Shui_Po,The Amused,,喜遇,,喜遇,,22.339510,114.153275,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.15327500000001,22.339510000000075
11033,Accepted,Central_Western,Altadena House,,紅屋,,红屋,,22.271126,114.156647,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.15664700000002,22.271126000000038
11034,Accepted,Tuen_Mun,Terrace Concerto,"3 Ming Kum Road, Tuen Mun North",翠鳴臺,屯門北鳴琴路3號,翠鸣台,屯门北鸣琴路3号,22.400679,113.967293,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,113.96729300000004,22.400679000000025
11035,Accepted,Kowloon_City,On Wo Yuen (stage 2),,安和園 (第二期),,安和园 (第二期),,22.316509,114.191274,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.19127400000002,22.316509000000053
11036,Accepted,Yuen_Long,Green Orchid,,芙蓉園,,芙蓉园,,22.443361,114.011379,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.01137900000003,22.44336100000004
11037,Accepted,Sha_Tin,Yu Tak Court,,愉德苑,,愉德苑,,22.388859,114.205757,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.20575700000006,22.388859000000025
11038,Accepted,Tsuen_Wan,The Aurora,"88 Yeung Uk Road, Tsuen Wan",映日灣,荃灣楊屋道88號,映日湾,荃湾杨屋道88号,22.367257,114.115269,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,,114.11526900000001,22.367257000000052
